xl,xh,NLOnovp,dNLOnovp
316.0,317.01,0.0002640012726221407,4.275552390314956e-07
317.01,318.02,0.0003399145857396023,4.84890854252743e-07
318.02,319.03,0.0003393940716890979,4.849394981222738e-07
319.03,320.04,0.0003377080036921207,4.820345937845941e-07
320.04,321.05,0.00033655560043649435,4.80633937549742e-07
321.05,322.06,0.0003358882910243376,4.803309846591707e-07
322.06,323.07,0.0003346407948330985,4.785315347239529e-07
323.07,324.08,0.00033350831659118333,4.7625659283030995e-07
324.08,325.09,0.0003332851166172789,4.771978372172532e-07
325.09,326.1,0.0003328241814738831,4.769453142745433e-07
326.1,327.11,0.0003313757161435769,4.7453227606147426e-07
327.11,328.12,0.0003307065904589359,4.7353398449467463e-07
328.12,329.13,0.00032883747220626336,4.7023490893420885e-07
329.13,330.14,0.0003289573817276102,4.713922475627604e-07
330.14,331.15,0.0003284619001341349,4.711748856570382e-07
331.15,332.16,0.0003279003372226232,4.7059351812279176e-07
332.16,333.17,0.0003261381743277794,4.673328391655886e-07
333.17,334.18,0.0003264103651375948,4.6828473000402496e-07
334.18,335.19,0.0003251077240548523,4.660737278779622e-07
335.19,336.2,0.00032437696771263054,4.650733106138818e-07
336.2,337.21,0.00032419430777881646,4.6528235658171106e-07
337.21,338.22,0.00032310767381794756,4.630890555417128e-07
338.22,339.23,0.0003221502326606953,4.61311481888887e-07
339.23,340.24,0.0003218408764802233,4.612861042061392e-07
340.24,341.25,0.00032064513218023496,4.5941277210750125e-07
341.25,342.26,0.0003209760718279347,4.605580751012648e-07
342.26,343.27,0.0003203249475724356,4.593873879576358e-07
343.27,344.28,0.00031901961074328735,4.5662991906441527e-07
344.28,345.29,0.0003189608069697473,4.5710530103567904e-07
345.29,346.3,0.000318310427374076,4.556807784493975e-07
346.3,347.31,0.0003176741447268411,4.548667061984299e-07
347.31,348.32,0.0003174166832512998,4.5474768514891177e-07
348.32,349.33,0.00031699356312018585,4.54139361828209e-07
349.33,350.34000000000003,0.00031657005148213714,4.530345751746656e-07
350.34000000000003,351.35,0.0003153066402009771,4.5086931318246456e-07
351.35,352.36,0.00031556501516495747,4.515209706755781e-07
352.36,353.37,0.00031569931486924316,4.5234221364417403e-07
353.37,354.38,0.0003149031081111779,4.5050612725881463e-07
354.38,355.39,0.0003148215673404117,4.502912280046569e-07
355.39,356.4,0.0003143854785276612,4.4935907821184436e-07
356.4,357.41,0.000313487771129324,4.4773152258975406e-07
357.41,358.42,0.00031231261749888273,4.4499246808223496e-07
358.42,359.43,0.0003135142113750872,4.4780811723683415e-07
359.43,360.44,0.00031196621886393777,4.4465753505058583e-07
360.44,361.45,0.0003126740796112369,4.463950960356221e-07
361.45,362.46,0.000311046175146691,4.424191170238732e-07
362.46,363.47,0.00031145082687401745,4.4365195086507423e-07
363.47,364.48,0.0003117632907301239,4.4409426984431194e-07
364.48,365.49,0.0003100350418222902,4.397931777246014e-07
365.49,366.5,0.00031160250865090315,4.43735474898361e-07
366.5,367.51,0.0003109321398277668,4.421854715347078e-07
367.51,368.52,0.0003094078304395131,4.382429368668393e-07
368.52,369.53,0.0003101804447394361,4.400448087924587e-07
369.53,370.54,0.0003105166061776866,4.411444992483794e-07
370.54,371.55,0.00030898173242597225,4.3735580333741416e-07
371.55,372.56,0.0003089258038020266,4.373649490299369e-07
372.56,373.57,0.00030878452020598705,4.367182587420106e-07
373.57,374.58,0.00030861290949331144,4.3630280136557466e-07
374.58,375.59,0.0003086121929965713,4.3609817405310583e-07
