xl,xh,NLOnovp,dNLOnovp
50.0,50.13333333333333,0.011990855907932562,5.183609989378164e-06
50.13333333333333,50.266666666666666,0.012069266008713142,5.2158379188856795e-06
50.266666666666666,50.4,0.012143202875437692,5.235449958828258e-06
50.4,50.53333333333333,0.012207115219662236,5.253807890690535e-06
50.53333333333333,50.66666666666666,0.012287913482577647,5.2807812357801895e-06
50.66666666666666,50.8,0.012341783524564123,5.287656141932695e-06
50.8,50.93333333333333,0.012420857335894564,5.313866828939956e-06
50.93333333333333,51.06666666666667,0.012474320422204824,5.314455088492962e-06
51.06666666666667,51.2,0.012556459316155691,5.345644155226281e-06
51.2,51.333333333333336,0.01261460474715403,5.362505619027344e-06
51.333333333333336,51.46666666666667,0.012671725424844639,5.370202557930714e-06
51.46666666666667,51.6,0.012756345888633506,5.401660716886698e-06
51.6,51.73333333333333,0.012814277444944807,5.4163607633115e-06
51.73333333333333,51.86666666666667,0.012868570112594891,5.426031409462613e-06
51.86666666666667,52.0,0.01293825530436715,5.448106999591124e-06
52.0,52.13333333333333,0.012995326852166792,5.457024328367539e-06
52.13333333333333,52.266666666666666,0.013062868516512515,5.483452703469955e-06
52.266666666666666,52.4,0.013121140096245787,5.49659504114724e-06
52.4,52.53333333333333,0.013191387229239382,5.5165628127264545e-06
52.53333333333333,52.66666666666666,0.013246019868052062,5.534058910233693e-06
52.66666666666666,52.8,0.013311194540538935,5.5471916659733e-06
52.8,52.93333333333333,0.01336906762622437,5.5656470663042135e-06
52.93333333333333,53.06666666666666,0.013430364253292497,5.580142266586062e-06
53.06666666666666,53.2,0.013477957048667215,5.591788547400071e-06
53.2,53.333333333333336,0.013544432000809072,5.607010689517933e-06
53.333333333333336,53.46666666666667,0.013606965163163058,5.63416725242596e-06
53.46666666666667,53.6,0.013663390080072679,5.647818025341132e-06
53.6,53.73333333333333,0.013727992887494704,5.667197668377054e-06
53.73333333333333,53.86666666666667,0.013772814786265502,5.677110315099678e-06
53.86666666666667,54.0,0.013829180254681694,5.697393460469321e-06
54.0,54.13333333333333,0.013891195486870291,5.7105660207730505e-06
54.13333333333333,54.266666666666666,0.01395013821963223,5.737813884931285e-06
54.266666666666666,54.4,0.01400505802404173,5.749822239800932e-06
54.4,54.53333333333333,0.014044947500407827,5.757098115239674e-06
54.53333333333333,54.66666666666666,0.01410895574081085,5.775787463809714e-06
54.66666666666666,54.8,0.014159972291928813,5.79555706506996e-06
54.8,54.93333333333334,0.014203840155709083,5.80266098273653e-06
54.93333333333334,55.06666666666666,0.014252819627218711,5.823954400742852e-06
55.06666666666666,55.2,0.014310148350962606,5.8358951538907585e-06
55.2,55.333333333333336,0.014378079454814289,5.867873296489751e-06
55.333333333333336,55.46666666666667,0.014416344094954268,5.872377277775353e-06
55.46666666666667,55.6,0.014471388966475549,5.890438409313462e-06
55.6,55.73333333333333,0.014524768995098535,5.909668344174161e-06
55.73333333333333,55.86666666666667,0.01457641345147722,5.924426404251701e-06
55.86666666666667,56.0,0.01461310660666199,5.938436720590681e-06
56.0,56.13333333333333,0.014676067628897425,5.964062788330779e-06
56.13333333333333,56.266666666666666,0.014701026350688208,5.957542913229906e-06
56.266666666666666,56.4,0.014753409755400591,5.975417199921365e-06
56.4,56.53333333333333,0.014790637133260382,5.982033963080866e-06
56.53333333333333,56.66666666666666,0.014852356902001115,6.010681990352445e-06
56.66666666666666,56.8,0.01490603851839586,6.033088493167204e-06
56.8,56.93333333333334,0.014929951298985382,6.0310664653252305e-06
56.93333333333334,57.06666666666666,0.014994663603417968,6.0557175306444576e-06
57.06666666666666,57.2,0.01504273198783088,6.0770758877452764e-06
57.2,57.333333333333336,0.01507137048954934,6.0773535356468e-06
57.333333333333336,57.46666666666667,0.015117296830286297,6.09560786805921e-06
57.46666666666667,57.6,0.015162058182416237,6.1064806694829e-06
57.6,57.73333333333333,0.015206432139569254,6.124194802427521e-06
57.73333333333333,57.86666666666667,0.015236904698304276,6.12579167457367e-06
57.86666666666667,58.0,0.015275065190651086,6.13501924392346e-06
58.0,58.13333333333333,0.01530860387808004,6.145116315387311e-06
58.13333333333333,58.266666666666666,0.01534997053486291,6.159286342562842e-06
58.266666666666666,58.4,0.015391368130646354,6.183288606768026e-06
58.4,58.53333333333333,0.015429784241215267,6.187683479577094e-06
58.53333333333333,58.66666666666666,0.015449247197143188,6.194128062193333e-06
58.66666666666666,58.8,0.01549451475097629,6.2114336416232594e-06
58.8,58.93333333333334,0.015547296617369982,6.232372118026915e-06
58.93333333333334,59.06666666666666,0.01558385983099516,6.2474087779709705e-06
59.06666666666666,59.2,0.015610488914253094,6.254876080609932e-06
59.2,59.333333333333336,0.015650368940890527,6.270863890989865e-06
59.333333333333336,59.46666666666667,0.015676454131829567,6.272734779154527e-06
59.46666666666667,59.6,0.015716100630998223,6.286110625607472e-06
59.6,59.73333333333333,0.015745953470560133,6.295053670392721e-06
59.73333333333333,59.86666666666667,0.015778520831499058,6.315599938769288e-06
59.86666666666667,60.0,0.015807606688985926,6.320645490263224e-06
60.0,60.13333333333333,0.015853832027473272,6.342888873736451e-06
60.13333333333333,60.266666666666666,0.01587661517498024,6.351106845054464e-06
60.266666666666666,60.4,0.015893944413568572,6.3470442310956e-06
60.4,60.53333333333333,0.015932323451234406,6.36165984927094e-06
60.53333333333333,60.66666666666666,0.01595993220307152,6.37610369855763e-06
60.66666666666666,60.8,0.015999258140517895,6.395954308255601e-06
60.8,60.93333333333334,0.016030054480703822,6.401987501158983e-06
60.93333333333334,61.06666666666666,0.01607104945137936,6.419463378189736e-06
61.06666666666666,61.2,0.01610357819339652,6.426397327664187e-06
61.2,61.333333333333336,0.01613813701709169,6.43259014198772e-06
61.333333333333336,61.46666666666667,0.016174037558770105,6.45244235132725e-06
61.46666666666667,61.6,0.016221321544725557,6.471513153864921e-06
61.6,61.73333333333333,0.016255092045790103,6.485144802700424e-06
61.73333333333333,61.86666666666667,0.016279092281332456,6.49019066677865e-06
61.86666666666667,62.0,0.016315347214467528,6.511421131838841e-06
62.0,62.13333333333333,0.016343710268524894,6.518611093984692e-06
62.13333333333333,62.266666666666666,0.016379426519367732,6.5322028957155945e-06
62.266666666666666,62.4,0.01640390765368423,6.53881851510211e-06
62.4,62.53333333333333,0.0164294568872774,6.551515339710929e-06
62.53333333333333,62.66666666666666,0.01644982714880759,6.56203027170397e-06
62.66666666666666,62.8,0.016497343397199216,6.583399579889667e-06
62.8,62.93333333333334,0.016513844678548727,6.589533741686702e-06
62.93333333333334,63.06666666666666,0.016538325395716983,6.6008449974914824e-06
63.06666666666666,63.2,0.01654959913918044,6.6053004441650575e-06
63.2,63.333333333333336,0.01658461187634944,6.624233198865888e-06
63.333333333333336,63.46666666666667,0.01660254844384537,6.6220261089086645e-06
63.46666666666667,63.6,0.01663482330320114,6.65085858426596e-06
63.6,63.73333333333333,0.016650865170705124,6.658378193778299e-06
63.73333333333333,63.86666666666667,0.016661842936245255,6.6562143082759105e-06
63.86666666666667,64.0,0.01667623852181077,6.664090825886918e-06
64.0,64.13333333333333,0.016699118228735377,6.67758729126576e-06
64.13333333333333,64.26666666666667,0.016707142333463407,6.686311288533529e-06
64.26666666666667,64.4,0.01672267207295655,6.6830302847278245e-06
64.4,64.53333333333333,0.016740289891166656,6.697394706704707e-06
64.53333333333333,64.66666666666667,0.016769372669419687,6.724230663462149e-06
64.66666666666667,64.8,0.016781550914841358,6.727773574824242e-06
64.8,64.93333333333334,0.016773998627862673,6.720103064871802e-06
64.93333333333334,65.06666666666666,0.016803486207058804,6.736897121144068e-06
65.06666666666666,65.2,0.016821168246071404,6.7573356579056465e-06
65.2,65.33333333333333,0.016824785847916364,6.757755505076938e-06
65.33333333333333,65.46666666666667,0.016844360463550073,6.766981781961094e-06
65.46666666666667,65.6,0.01686080549148646,6.784117787944957e-06
65.6,65.73333333333333,0.01686808004122928,6.793343327318776e-06
65.73333333333333,65.86666666666667,0.016865652151268878,6.784651495365018e-06
65.86666666666667,66.0,0.016884141032084722,6.8023854050396706e-06
66.0,66.13333333333333,0.016891558746808342,6.8082917798748855e-06
66.13333333333333,66.26666666666667,0.016915661194303325,6.828133959634629e-06
66.26666666666667,66.4,0.016912067207841282,6.831889988679416e-06
66.4,66.53333333333333,0.016908782112858945,6.829569528343621e-06
66.53333333333333,66.66666666666667,0.016925830181619327,6.845906202584702e-06
66.66666666666667,66.8,0.016919675306566972,6.834758269907612e-06
66.8,66.93333333333334,0.016925613864670196,6.844172468650751e-06
